,Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,OverDue,Project,Report Forms Status,Report Forms Group,Created_Sec,Status Changed_Sec,Create_to_Last_StatusChanged(s),Create_to_Last_StatusChanged(weeks),Create_to_Last_StatusChanged(days)
9514,F1.421072,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,25/06/2020,Safety Forms,16/07/2020,0,6,False,1343,Closed,Safety,1593036000,1594850400,1814400,3,21
9519,F1.429445,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,06/07/2020,Safety Forms,16/07/2020,0,7,False,1343,Closed,Safety,1593986400,1594850400,864000,1,10
9520,F1.430038,Closed,1343 - Project ABC,CM-EHS-FRM-007 COVID-19 Inspection,06/07/2020,Safety Forms,10/07/2020,0,0,False,1343,Closed,Safety,1593986400,1594332000,345600,0,4
9526,F1.438176,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,15/07/2020,Safety Forms,20/07/2020,0,10,False,1343,Closed,Safety,1594764000,1595196000,432000,0,5
9529,F1.442779,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,21/07/2020,Safety Forms,23/07/2020,0,0,False,1343,Closed,Safety,1595282400,1595455200,172800,0,2
9534,F1.446726,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,24/07/2020,Safety Forms,04/08/2020,0,10,False,1343,Closed,Safety,1595541600,1596492000,950400,1,11
9540,F1.458299,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,05/08/2020,Safety Forms,06/08/2020,0,5,False,1343,Closed,Safety,1596578400,1596664800,86400,0,1
9548,F1.467031,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,14/08/2020,Safety Forms,17/08/2020,0,6,False,1343,Closed,Safety,1597356000,1597615200,259200,0,3
9552,F125681.1,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,19/03/2020,Safety Forms,19/03/2020,0,0,False,1343,Closed,Safety,1584572400,1584572400,0,0,0
9553,F125681.10,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,19/05/2020,Safety Forms,11/06/2020,0,4,False,1343,Closed,Safety,1589839200,1591826400,1987200,3,23
9554,F125681.11,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,20/05/2020,Safety Forms,20/05/2020,0,0,False,1343,Closed,Safety,1589925600,1589925600,0,0,0
9555,F125681.12,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,27/05/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1590530400,1591826400,1296000,2,15
9556,F125681.13,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,29/05/2020,Safety Forms,14/07/2020,0,7,False,1343,Closed,Safety,1590703200,1594677600,3974400,6,46
9557,F125681.14,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,03/06/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1591135200,1591826400,691200,1,8
9558,F125681.15,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,03/06/2020,Safety Forms,11/06/2020,0,6,False,1343,Closed,Safety,1591135200,1591826400,691200,1,8
9559,F125681.16,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,05/06/2020,Safety Forms,14/07/2020,0,5,False,1343,Closed,Safety,1591308000,1594677600,3369600,5,39
9560,F125681.17,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/06/2020,Safety Forms,22/07/2020,0,6,False,1343,Closed,Safety,1591740000,1595368800,3628800,6,42
9561,F125681.18,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,18/06/2020,Safety Forms,29/06/2020,0,5,False,1343,Closed,Safety,1592431200,1593381600,950400,1,11
9562,F125681.19,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,19/06/2020,Safety Forms,14/07/2020,0,2,False,1343,Closed,Safety,1592517600,1594677600,2160000,3,25
9563,F125681.2,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,20/03/2020,Safety Forms,20/03/2020,0,0,False,1343,Closed,Safety,1584658800,1584658800,0,0,0
9564,F125681.20,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,26/06/2020,Safety Forms,14/07/2020,0,8,False,1343,Closed,Safety,1593122400,1594677600,1555200,2,18
9565,F125681.21,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,29/06/2020,Safety Forms,22/07/2020,0,4,False,1343,Closed,Safety,1593381600,1595368800,1987200,3,23
9566,F125681.22,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,01/07/2020,Safety Forms,14/07/2020,0,8,False,1343,Closed,Safety,1593554400,1594677600,1123200,1,13
9567,F125681.23,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,09/07/2020,Safety Forms,14/07/2020,0,6,False,1343,Closed,Safety,1594245600,1594677600,432000,0,5
9568,F125681.24,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,15/07/2020,Safety Forms,21/07/2020,0,9,False,1343,Closed,Safety,1594764000,1595282400,518400,0,6
9569,F125681.25,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,16/07/2020,Safety Forms,21/07/2020,0,5,False,1343,Closed,Safety,1594850400,1595282400,432000,0,5
9570,F125681.26,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,17/07/2020,Safety Forms,22/07/2020,0,5,False,1343,Closed,Safety,1594936800,1595368800,432000,0,5
9571,F125681.27,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,23/07/2020,Safety Forms,31/07/2020,0,9,False,1343,Closed,Safety,1595455200,1596146400,691200,1,8
9572,F125681.28,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,28/07/2020,Safety Forms,06/08/2020,0,5,False,1343,Closed,Safety,1595887200,1596664800,777600,1,9
9573,F125681.29,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,30/07/2020,Safety Forms,04/08/2020,0,9,False,1343,Closed,Safety,1596060000,1596492000,432000,0,5
9574,F125681.3,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,23/03/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1584918000,1591826400,6908400,11,79
9575,F125681.30,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,07/08/2020,Safety Forms,12/08/2020,0,6,False,1343,Closed,Safety,1596751200,1597183200,432000,0,5
9576,F125681.31,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,12/08/2020,Safety Forms,20/08/2020,0,8,False,1343,Closed,Safety,1597183200,1597874400,691200,1,8
9577,F125681.32,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,18/08/2020,Safety Forms,26/08/2020,0,7,False,1343,Closed,Safety,1597701600,1598392800,691200,1,8
9578,F125681.33,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,19/08/2020,Safety Forms,27/08/2020,0,7,False,1343,Closed,Safety,1597788000,1598479200,691200,1,8
9579,F125681.34,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,27/08/2020,Safety Forms,08/09/2020,0,9,False,1343,Closed,Safety,1598479200,1599516000,1036800,1,12
9580,F125681.36,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,28/08/2020,Safety Forms,31/08/2020,0,5,False,1343,Closed,Safety,1598565600,1598824800,259200,0,3
9581,F125681.4,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1585004400,1591826400,6822000,11,78
9582,F125681.5,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,25/03/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1585090800,1591826400,6735600,11,77
9583,F125681.6,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,26/03/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1585177200,1591826400,6649200,10,76
9584,F125681.7,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,26/03/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1585177200,1591826400,6649200,10,76
9585,F125681.8,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,27/03/2020,Safety Forms,11/06/2020,0,0,False,1343,Closed,Safety,1585263600,1591826400,6562800,10,75
9586,F125681.9,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,27/03/2020,Safety Forms,11/06/2020,0,7,False,1343,Closed,Safety,1585263600,1591826400,6562800,10,75
9587,F129719.1,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,21/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590012000,1594850400,4838400,8,56
9588,F129719.3,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,22/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590098400,1594850400,4752000,7,55
9589,F129719.4,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,28/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590616800,1594850400,4233600,7,49
9590,F129719.5,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,28/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590616800,1594850400,4233600,7,49
9591,F129719.6,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,07/07/2020,Safety Forms,16/07/2020,0,1,False,1343,Closed,Safety,1594072800,1594850400,777600,1,9
9592,F129719.7,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,08/07/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1594159200,1594850400,691200,1,8
9593,F129825.1,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,22/05/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1590098400,1595887200,5788800,9,67
9602,F129825.108,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,21/07/2020,Safety Forms,21/07/2020,0,0,False,1343,Closed,Safety,1595282400,1595282400,0,0,0
9605,F129825.111,Closed,EHS Inspections>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),23/07/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1595455200,1595887200,432000,0,5
9606,F129825.112,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,23/07/2020,Safety Forms,28/07/2020,0,2,False,1343,Closed,Safety,1595455200,1595887200,432000,0,5
9607,F129825.114,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,29/07/2020,Safety Forms,29/07/2020,0,0,False,1343,Closed,Safety,1595973600,1595973600,0,0,0
9608,F129825.115,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,29/07/2020,Safety Forms,29/07/2020,0,0,False,1343,Closed,Safety,1595973600,1595973600,0,0,0
9609,F129825.117,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,31/07/2020,Safety Forms,04/08/2020,0,3,False,1343,Closed,Safety,1596146400,1596492000,345600,0,4
9610,F129825.118,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,04/08/2020,Safety Forms,04/08/2020,0,2,False,1343,Closed,Safety,1596492000,1596492000,0,0,0
9611,F129825.119,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,06/08/2020,Safety Forms,26/08/2020,0,8,False,1343,Closed,Safety,1596664800,1598392800,1728000,2,20
9612,F129825.120,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/08/2020,Safety Forms,10/08/2020,0,0,False,1343,Closed,Safety,1597010400,1597010400,0,0,0
9613,F129825.121,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,12/08/2020,Safety Forms,12/08/2020,0,0,False,1343,Closed,Safety,1597183200,1597183200,0,0,0
9624,F129825.136,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,20/08/2020,Safety Forms,20/08/2020,0,1,False,1343,Closed,Safety,1597874400,1597874400,0,0,0
9628,F129825.14,Completed and signed off,Staturatury Forms>JPC Project Management,EHS Managment Inspection - Daily,05/06/2020,Safety Forms,05/06/2020,0,0,False,1343,Closed,Safety,1591308000,1591308000,0,0,0
9634,F129825.145,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,24/08/2020,Safety Forms,26/08/2020,0,2,False,1343,Closed,Safety,1598220000,1598392800,172800,0,2
9635,F129825.148,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,25/08/2020,Safety Forms,25/08/2020,0,0,False,1343,Closed,Safety,1598306400,1598306400,0,0,0
9640,F129825.155,Closed,Staturatury Forms>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,27/08/2020,Safety Forms,27/08/2020,0,0,False,1343,Closed,Safety,1598479200,1598479200,0,0,0
9645,F129825.160,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,31/08/2020,Safety Forms,31/08/2020,0,0,False,1343,Closed,Safety,1598824800,1598824800,0,0,0
9655,F129825.173,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,04/09/2020,Safety Forms,04/09/2020,0,8,False,1343,Closed,Safety,1599170400,1599170400,0,0,0
9657,F129825.175,Open / Ongoing Works,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,09/09/2020,Safety Forms,09/09/2020,1,5,False,1343,Open,Safety,1599602400,1599602400,0,0,0
9659,F129825.177,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,10/09/2020,Safety Forms,10/09/2020,0,0,False,1343,Closed,Safety,1599688800,1599688800,0,0,0
9660,F129825.178,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,10/09/2020,Safety Forms,10/09/2020,1,2,False,1343,Closed,Safety,1599688800,1599688800,0,0,0
9661,F129825.179,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,11/09/2020,Safety Forms,11/09/2020,0,0,False,1343,Closed,Safety,1599775200,1599775200,0,0,0
9662,F129825.18,Closed,Staturatury Forms>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,05/06/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1591308000,1595887200,4579200,7,53
9664,F129825.19,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,05/06/2020,Safety Forms,05/06/2020,0,0,False,1343,Closed,Safety,1591308000,1591308000,0,0,0
9665,F129825.2,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,29/05/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1590703200,1594850400,4147200,6,48
9670,F129825.25,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,10/06/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1591740000,1594850400,3110400,5,36
9671,F129825.26,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,11/06/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1591826400,1594850400,3024000,5,35
9672,F129825.27,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,11/06/2020,Safety Forms,16/07/2020,0,2,False,1343,Closed,Safety,1591826400,1594850400,3024000,5,35
9673,F129825.28,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,12/06/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1591912800,1595887200,3974400,6,46
9674,F129825.29,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,12/06/2020,Safety Forms,29/06/2020,0,1,False,1343,Closed,Safety,1591912800,1593381600,1468800,2,17
9675,F129825.30,Closed,EHS Inspections>JPC Project Management,EHS Inspection.,15/06/2020,Safety Forms,14/07/2020,0,7,False,1343,Closed,Safety,1592172000,1594677600,2505600,4,29
9676,F129825.31,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,19/06/2020,Safety Forms,16/07/2020,0,2,False,1343,Closed,Safety,1592517600,1594850400,2332800,3,27
9677,F129825.32,Closed,Staturatury Forms>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,22/06/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1592776800,1595887200,3110400,5,36
9678,F129825.33,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,22/06/2020,Safety Forms,29/06/2020,0,1,False,1343,Closed,Safety,1592776800,1593381600,604800,1,7
9679,F129825.34,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,23/06/2020,Safety Forms,29/06/2020,0,0,False,1343,Closed,Safety,1592863200,1593381600,518400,0,6
9680,F129825.35,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,23/06/2020,Safety Forms,22/07/2020,0,0,False,1343,Closed,Safety,1592863200,1595368800,2505600,4,29
9682,F129825.37,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,26/06/2020,Safety Forms,16/07/2020,0,0,False,1343,Closed,Safety,1593122400,1594850400,1728000,2,20
9686,F129825.41,Closed,Audit & Assessment - EHS & Quality>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),29/06/2020,Safety Forms,22/07/2020,0,0,False,1343,Closed,Safety,1593381600,1595368800,1987200,3,23
9687,F129825.42,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,30/06/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1593468000,1595887200,2419200,4,28
9688,F129825.43,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,30/06/2020,Safety Forms,16/07/2020,0,1,False,1343,Closed,Safety,1593468000,1594850400,1382400,2,16
9695,F129825.50,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,01/07/2020,Safety Forms,02/07/2020,0,0,False,1343,Closed,Safety,1593554400,1593640800,86400,0,1
9696,F129825.52,Closed,EHS Inspections>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,01/07/2020,Safety Forms,28/07/2020,0,0,False,1343,Closed,Safety,1593554400,1595887200,2332800,3,27
9731,F129825.94,Completed and signed off,EHS Inspections>JPC Project Management,EHS Managment Inspection - Daily,10/07/2020,Safety Forms,10/07/2020,0,0,False,1343,Closed,Safety,1594332000,1594332000,0,0,0
